Nutrition report,,,,,Generated by
Organic Virgin Coconut Oil,,,40 kcall,,4.67 g Fat
Trader Joe's,,,0 g Carbs,,0 g Protein
Hirschedelgulasch,,,82.4 kcall,,1.52 g Fat
,,,0.4 g Carbs,,16.8 g Protein
British Brussels Sprouts,,,61.2 kcall,,1.68 g Fat
Tesco,,,4.92 g Carbs,,4.2 g Protein
Butter,,,34 kcall,,3.84 g Fat
,,,0 g Carbs,,0.04 g Protein
Whipping Cream,,,69.6 kcall,,7.46 g Fat
,,,0.56 g Carbs,,0.41 g Protein
Käsekrainer,,,322 kcall,,26.4 g Fat
,,,0.3 g Carbs,,20.9 g Protein
Organic Virgin Coconut Oil,,,40 kcall,,4.67 g Fat
Trader Joe's,,,0 g Carbs,,0 g Protein
Sauerkraut,,,8 kcall,,0.25 g Fat
Krakus,,,0.65 g Carbs,,0.5 g Protein
Senf,,,15.1 kcall,,0.95 g Fat
,,,0.29 g Carbs,,0.77 g Protein
,,,98.8 kcall,,0.32 g fat
Snacks,,,26.24 g Carbs,,0.49 g Protein
Granny Smith Apples,,,98.8 kcall,,0.32 g Fat
,,,26.24 g Carbs,,0.49 g Protein
28 October,,,,,Activity: 0 kcall burned
Monday,Calories,Carbs,Protein,Fat,Weight: 84
,1437 kcall eaten,39 g eaten,85 g eaten,106 g eaten,
,548 kcall left,14 g over,47 g left,66 g left,
,11% of calories,,23% of calories,66% of calories,
Water 1500 of 2000 (75% of goal),,,,,
,,,0 kcall,,0 g fat
Breakfast,,,0 g Carbs,,0 g Protein
,,,411.92 kcall,,25.95 g fat
Lunch,,,7.66 g Carbs,,35.21 g Protein
Organic Virgin Coconut Oil,,,40 kcall,,4.67 g Fat
Trader Joe's,,,0 g Carbs,,0 g Protein
Hirschedelgulasch,,,139.05 kcall,,2.56 g Fat
,,,0.67 g Carbs,,28.35 g Protein
British Brussels Sprouts,,,76.5 kcall,,2.1 g Fat
Tesco,,,6.15 g Carbs,,5.25 g Protein
Mushrooms,,,6.5 kcall,,0.25 g Fat
Tesco,,,0.2 g Carbs,,0.9 g Protein
Butter,,,78.87 kcall,,8.92 g Fat
,,,0.01 g Carbs,,0.09 g Protein
Whipping Cream,,,69 kcall,,7.4 g Fat
,,,0.56 g Carbs,,0.41 g Protein
Coffee,,,2 kcall,,0.04 g Fat
,,,0.07 g Carbs,,0.21 g Protein
,,,798.66 kcall,,67.88 g fat
Dinner,,,1.36 g Carbs,,46.5 g Protein
Organic Virgin Coconut Oil,,,40 kcall,,4.67 g Fat
Trader Joe's,,,0 g Carbs,,0 g Protein
Bacon - Tulip Streifen,,,165.06 kcall,,13.86 g Fat
,,,0 g Carbs,,10.08 g Protein
Käsekrainer,,,322 kcall,,26.4 g Fat
,,,0.3 g Carbs,,20.9 g Protein
Sauerkraut,,,3.2 kcall,,0.1 g Fat
Krakus,,,0.26 g Carbs,,0.2 g Protein
Wammerl,,,167 kcall,,15.5 g Fat
,,,0.35 g Carbs,,7 g Protein
Eier,,,101.4 kcall,,7.35 g Fat
,,,0.45 g Carbs,,8.32 g Protein
,,,226.1 kcall,,11.81 g fat
Snacks,,,29.61 g Carbs,,3.22 g Protein
85% Dark Chocolate,,,132.5 kcall,,11.5 g Fat
Lindt,,,4.75 g Carbs,,2.75 g Protein
Granny Smith Apples,,,93.6 kcall,,0.31 g Fat
,,,24.86 g Carbs,,0.47 g Protein
29 October,,,,,Activity: 127 kcall burned
Tuesday,Calories,Carbs,Protein,Fat,Weight: 84
,1951 kcall eaten,28 g eaten,116 g eaten,153 g eaten,
,34 kcall left,3 g over,58 g left,18 g left,
,6% of calories,,24% of calories,70% of calories,
Water 0 of 2000 (0% of goal),,,,,
,,,6 kcall,,0.12 g fat
Breakfast,,,0.21 g Carbs,,0.63 g Protein
Coffee,,,6 kcall,,0.12 g Fat
,,,0.21 g Carbs,,0.63 g Protein
,,,1441.85 kcall,,110.8 g fat
Lunch,,,21.48 g Carbs,,91.02 g Protein
Pickles,,,6.3 kcall,,0.07 g Fat
,,,1.44 g Carbs,,0.22 g Protein
Ground Beef - Aldi,,,311.22 kcall,,23.94 g Fat
,,,0 g Carbs,,23.94 g Protein
Käsekrainer,,,322 kcall,,26.4 g Fat
,,,0.3 g Carbs,,20.9 g Protein
Senf,,,15.1 kcall,,0.95 g Fat
,,,0.29 g Carbs,,0.77 g Protein
Meerrettich -,,,21.5 kcall,,1.54 g Fat
,,,1.22 g Carbs,,0.22 g Protein
Gala Apples,,,65 kcall,,0.21 g Fat
,,,17.26 g Carbs,,0.32 g Protein
Rindswurst,,,238 kcall,,20 g Fat
,,,0.4 g Carbs,,14 g Protein
Ground Beef - Aldi,,,393.12 kcall,,30.24 g Fat
,,,0 g Carbs,,30.24 g Protein
Whipping Cream,,,69.6 kcall,,7.46 g Fat
,,,0.56 g Carbs,,0.41 g Protein
,,,368.8 kcall,,30.79 g fat
Dinner,,,1.16 g Carbs,,21.29 g Protein
Gewürzgurken,,,7.8 kcall,,0.11 g Fat
,,,0.86 g Carbs,,0.39 g Protein
Käsekrainer,,,322 kcall,,26.4 g Fat
,,,0.3 g Carbs,,20.9 g Protein
Bacon Grease,,,39 kcall,,4.28 g Fat
,,,0 g Carbs,,0 g Protein
,,,134.5 kcall,,11.55 g fat
Snacks,,,4.84 g Carbs,,3.03 g Protein
85% Dark Chocolate,,,132.5 kcall,,11.5 g Fat
Lindt,,,4.75 g Carbs,,2.75 g Protein
Coffee,,,2 kcall,,0.05 g Fat
,,,0.09 g Carbs,,0.28 g Protein
30 October,,,,,Activity: 89 kcall burned
Wednesday,Calories,Carbs,Protein,Fat,Weight: 84
,1910 kcall eaten,29 g eaten,106 g eaten,152 g eaten,
,75 kcall left,4 g over,57 g left,19 g left,
,6% of calories,,22% of calories,72% of calories,
Water 0 of 2000 (0% of goal),,,,,
,,,569.22 kcall,,51.44 g fat
Breakfast,,,3.1 g Carbs,,23.58 g Protein
Coffee,,,4 kcall,,0.08 g Fat
,,,0.14 g Carbs,,0.42 g Protein
Bacon Grease,,,39 kcall,,4.28 g Fat
,,,0 g Carbs,,0 g Protein
Wammerl,,,210.42 kcall,,19.53 g Fat
,,,0.44 g Carbs,,8.82 g Protein
Eier,,,101.4 kcall,,7.35 g Fat
,,,0.45 g Carbs,,8.32 g Protein
Egg Yolk,,,110 kcall,,9.02 g Fat
,,,1.22 g Carbs,,5.4 g Protein
Whipping Cream,,,104.4 kcall,,11.18 g Fat
,,,0.84 g Carbs,,0.62 g Protein
,,,534.6 kcall,,38.49 g fat
Lunch,,,0.36 g Carbs,,45.98 g Protein
Schweinehals,,,283.5 kcall,,19.5 g Fat
,,,0 g Carbs,,27 g Protein
Ground Beef - Aldi,,,234 kcall,,18 g Fat
,,,0 g Carbs,,18 g Protein
Senf,,,15.1 kcall,,0.95 g Fat
,,,0.29 g Carbs,,0.77 g Protein
Coffee,,,2 kcall,,0.04 g Fat
,,,0.07 g Carbs,,0.21 g Protein
,,,606.32 kcall,,50.74 g fat
Dinner,,,3.61 g Carbs,,32.67 g Protein
Ground Beef - Aldi,,,311.22 kcall,,23.94 g Fat
,,,0 g Carbs,,23.94 g Protein
Bacon Grease,,,39 kcall,,4.28 g Fat
,,,0 g Carbs,,0 g Protein
Egg Yolk,,,165 kcall,,13.53 g Fat
,,,1.83 g Carbs,,8.1 g Protein
Whipping Cream,,,69.6 kcall,,7.46 g Fat
,,,0.56 g Carbs,,0.41 g Protein
Meerrettich -,,,21.5 kcall,,1.54 g Fat
,,,1.22 g Carbs,,0.22 g Protein
,,,199.5 kcall,,11.75 g fat
Snacks,,,22.08 g Carbs,,3.28 g Protein
Gala Apples,,,65 kcall,,0.21 g Fat
,,,17.26 g Carbs,,0.32 g Protein
Coffee,,,2 kcall,,0.04 g Fat
,,,0.07 g Carbs,,0.21 g Protein
85% Dark Chocolate,,,132.5 kcall,,11.5 g Fat
Lindt,,,4.75 g Carbs,,2.75 g Protein
31 October,,,,,Activity: 300 kcall burned
Thursday,Calories,Carbs,Protein,Fat,Weight: 84
,2372 kcall eaten,41 g eaten,107 g eaten,176 g eaten,
,387 kcall over,16 g over,45 g left,5 g over,
,8% of calories,,20% of calories,72% of calories,
Water 0 of 2000 (0% of goal),,,,,
,,,745.6 kcall,,66.17 g fat
Breakfast,,,2.83 g Carbs,,34.05 g Protein
Nürbberger,,,436 kcall,,40 g Fat
Rostbratwürste,,,1.2 g Carbs,,17.6 g Protein
Organic Virgin Coconut Oil,,,40 kcall,,4.67 g Fat
Trader Joe's,,,0 g Carbs,,0 g Protein
Mushrooms,,,6.5 kcall,,0.25 g Fat
Tesco,,,0.2 g Carbs,,0.9 g Protein
Rindswurst,,,238 kcall,,20 g Fat
,,,0.4 g Carbs,,14 g Protein
Sauerkraut,,,8 kcall,,0.25 g Fat
Krakus,,,0.65 g Carbs,,0.5 g Protein
Senf,,,15.1 kcall,,0.95 g Fat
,,,0.29 g Carbs,,0.77 g Protein
Coffee,,,2 kcall,,0.05 g Fat
,,,0.09 g Carbs,,0.28 g Protein
,,,943.31 kcall,,80.77 g fat
Lunch,,,11.14 g Carbs,,43.61 g Protein
Swiss Cheese,,,318 kcall,,23.34 g Fat
,,,4.53 g Carbs,,22.62 g Protein
Frankfurters,,,380 kcall,,31.2 g Fat
Tesco,,,6 g Carbs,,19.2 g Protein
Senf,,,30.21 kcall,,1.89 g Fat
,,,0.59 g Carbs,,1.54 g Protein
Butter,,,215.1 kcall,,24.33 g Fat
,,,0.02 g Carbs,,0.26 g Protein
,,,681.25 kcall,,28.91 g fat
Dinner,,,26.96 g Carbs,,29.46 g Protein
Beer,,,308 kcall,,0 g Fat
,,,25.2 g Carbs,,3.29 g Protein
Eier,,,156 kcall,,11.3 g Fat
,,,0.7 g Carbs,,12.8 g Protein
Cheddar Cheese,,,100.75 kcall,,8.28 g Fat
,,,0.32 g Carbs,,6.22 g Protein
Cheddar Cheese,,,113 kcall,,9.28 g Fat
,,,0.36 g Carbs,,6.97 g Protein
Gewürzgurken,,,3.5 kcall,,0.05 g Fat
,,,0.38 g Carbs,,0.17 g Protein
,,,2 kcall,,0.05 g fat
Snacks,,,0.09 g Carbs,,0.28 g Protein
Coffee,,,2 kcall,,0.05 g Fat
,,,0.09 g Carbs,,0.28 g Protein
1 November,,,,,Activity: 179 kcall burned
Friday,Calories,Carbs,Protein,Fat,Weight: 84
,2505 kcall eaten,29 g eaten,152 g eaten,194 g eaten,
,520 kcall over,4 g over,57 g left,23 g over,
,5% of calories,,25% of calories,70% of calories,
Water 1500 of 2000 (75% of goal),,,,,
,,,543 kcall,,42.34 g fat
Breakfast,,,2.3 g Carbs,,37.82 g Protein
Coffee,,,2 kcall,,0.05 g Fat
,,,0.09 g Carbs,,0.28 g Protein
Bacon - Aldo Bio,,,103.2 kcall,,9.6 g Fat
,,,0.3 g Carbs,,3.9 g Protein
Zwiebelmettwurst,,,235 kcall,,18 g Fat
,,,1 g Carbs,,17 g Protein
Eier,,,202.8 kcall,,14.69 g Fat
,,,0.91 g Carbs,,16.64 g Protein
,,,815.91 kcall,,65.24 g fat
Lunch,,,3.5 g Carbs,,46.09 g Protein
Grune Oliven,,,161 kcall,,15 g Fat
,,,0.5 g Carbs,,1.1 g Protein
Bauernbratwurst,,,322.5 kcall,,24 g Fat
,,,1.5 g Carbs,,24 g Protein
Sauerkraut,,,11.2 kcall,,0.35 g Fat
Krakus,,,0.91 g Carbs,,0.7 g Protein
Senf,,,30.21 kcall,,1.89 g Fat
,,,0.59 g Carbs,,1.54 g Protein
Ziegenkäse,,,291 kcall,,24 g Fat
,,,0 g Carbs,,18.75 g Protein
,,,1146.12 kcall,,86.64 g fat
Dinner,,,23.04 g Carbs,,67.92 g Protein
Chicken McNuggets (9),,,260.42 kcall,,14.58 g Fat
McDonald's,,,20.83 g Carbs,,13.89 g Protein
Ground Beef - Aldi,,,351 kcall,,27 g Fat
,,,0 g Carbs,,27 g Protein
Grune Oliven,,,96.6 kcall,,9 g Fat
,,,0.3 g Carbs,,0.66 g Protein
Frischkäse,,,84.35 kcall,,8.05 g Fat
,,,1.05 g Carbs,,1.92 g Protein
Cheddar Cheese,,,226 kcall,,18.56 g Fat
,,,0.72 g Carbs,,13.94 g Protein
Beef Jerky,,,127.75 kcall,,9.45 g Fat
,,,0.14 g Carbs,,10.5 g Protein
,,,0 kcall,,0 g fat
Snacks,,,0 g Carbs,,0 g Protein
2 November,,,,,Activity: 215 kcall burned
Saturday,Calories,Carbs,Protein,Fat,Weight: 84
,2510 kcall eaten,63 g eaten,130 g eaten,152 g eaten,
,526 kcall over,39 g over,23 g left,19 g left,
,12% of calories,,24% of calories,64% of calories,
Water 1750 of 2000 (88% of goal),,,,,
,,,963.3 kcall,,81.44 g fat
Breakfast,,,4.1 g Carbs,,53.66 g Protein
Zwiebelmettwurst,,,235 kcall,,18 g Fat
,,,1 g Carbs,,17 g Protein
Eier,,,280.8 kcall,,20.34 g Fat
,,,1.26 g Carbs,,23.04 g Protein
Whipping Cream,,,103.5 kcall,,11.1 g Fat
,,,0.84 g Carbs,,0.61 g Protein
Bacon - Aldo Bio,,,344 kcall,,32 g Fat
,,,1 g Carbs,,13 g Protein
,,,387.6 kcall,,33 g fat
Lunch,,,0.3 g Carbs,,19.41 g Protein
Ziegenkäse,,,291 kcall,,24 g Fat
,,,0 g Carbs,,18.75 g Protein
Grune Oliven,,,96.6 kcall,,9 g Fat
,,,0.3 g Carbs,,0.66 g Protein
,,,1112.35 kcall,,37.18 g fat
Dinner,,,48.09 g Carbs,,56.63 g Protein
Meatless Spaghetti Sauce,,,92.5 kcall,,2.97 g Fat
,,,14.09 g Carbs,,2.44 g Protein
Beef Meatballs,,,571.85 kcall,,34.2 g Fat
Tesco,,,12.65 g Carbs,,52.3 g Protein
Merlot Wine,,,294 kcall,,0 g Fat
,,,8.75 g Carbs,,0.25 g Protein
Beer,,,154 kcall,,0 g Fat
,,,12.6 g Carbs,,1.64 g Protein
,,,47 kcall,,0.21 g fat
Snacks,,,10.9 g Carbs,,0.73 g Protein
Orange Juice,,,47 kcall,,0.21 g Fat
,,,10.9 g Carbs,,0.73 g Protein
3 November,,,,,Activity: 234 kcall burned
Sunday,Calories,Carbs,Protein,Fat,Weight: 84
,1717 kcall eaten,19 g eaten,116 g eaten,129 g eaten,
,267 kcall left,6 g left,67 g left,42 g left,
,4% of calories,,27% of calories,69% of calories,
Water 1500 of 2000 (75% of goal),,,,,
,,,0 kcall,,0 g fat
Breakfast,,,0 g Carbs,,0 g Protein
,,,438.11 kcall,,28.32 g fat
Lunch,,,9.09 g Carbs,,36.18 g Protein
Beef Meatballs,,,343.11 kcall,,20.52 g Fat
Tesco,,,7.59 g Carbs,,31.38 g Protein
Frankfurters,,,95 kcall,,7.8 g Fat
Tesco,,,1.5 g Carbs,,4.8 g Protein
,,,1275.3 kcall,,101.03 g fat
Dinner,,,9.7 g Carbs,,79.58 g Protein
Feta Cheese,,,528 kcall,,42.56 g Fat
,,,8.18 g Carbs,,28.42 g Protein
Grune Oliven,,,80.5 kcall,,7.5 g Fat
,,,0.25 g Carbs,,0.55 g Protein
Eier,,,202.8 kcall,,14.69 g Fat
,,,0.91 g Carbs,,16.64 g Protein
Ground Beef - Aldi,,,351 kcall,,27 g Fat
,,,0 g Carbs,,27 g Protein
Cheddar Cheese,,,113 kcall,,9.28 g Fat
,,,0.36 g Carbs,,6.97 g Protein
,,,4 kcall,,0.06 g fat
Snacks,,,0.44 g Carbs,,0.2 g Protein
Gewürzgurken,,,4 kcall,,0.06 g Fat
,,,0.44 g Carbs,,0.2 g Protein
4 November,,,,,Activity: 180 kcall burned
Monday,Calories,Carbs,Protein,Fat,Weight: 84
,2070 kcall eaten,18 g eaten,80 g eaten,191 g eaten,
,85 kcall over,7 g left,68 g left,20 g over,
,3% of calories,,15% of calories,82% of calories,
Water 500 of 2000 (25% of goal),,,,,
,,,6 kcall,,0.12 g fat
Breakfast,,,0.21 g Carbs,,0.63 g Protein
Coffee,,,6 kcall,,0.12 g Fat
,,,0.21 g Carbs,,0.63 g Protein
,,,2061.74 kcall,,190.66 g fat
Lunch,,,17.52 g Carbs,,79.33 g Protein
Organic Virgin Coconut Oil,,,120 kcall,,14 g Fat
Trader Joe's,,,0 g Carbs,,0 g Protein
Bacon - Tulip Streifen,,,157.2 kcall,,13.2 g Fat
,,,0 g Carbs,,9.6 g Protein
Eier,,,202.8 kcall,,14.69 g Fat
,,,0.91 g Carbs,,16.64 g Protein
Whipping Cream,,,104.4 kcall,,11.18 g Fat
,,,0.84 g Carbs,,0.62 g Protein
Käsekrainer,,,644 kcall,,52.8 g Fat
,,,0.6 g Carbs,,41.8 g Protein
British Brussels Sprouts,,,25.5 kcall,,0.7 g Fat
Tesco,,,2.05 g Carbs,,1.75 g Protein
Mushrooms,,,3.25 kcall,,0.13 g Fat
Tesco,,,0.1 g Carbs,,0.45 g Protein
Gewürzgurken,,,6 kcall,,0.08 g Fat
,,,0.66 g Carbs,,0.3 g Protein
Whipping Cream,,,278.4 kcall,,29.82 g Fat
,,,2.25 g Carbs,,1.66 g Protein
Kakao - Bensdorp,,,17.59 kcall,,1.01 g Fat
,,,0.44 g Carbs,,0.98 g Protein
Macadamia Nuts,,,502.6 kcall,,53.04 g Fat
,,,9.67 g Carbs,,5.54 g Protein
,,,2 kcall,,0.04 g fat
Dinner,,,0.07 g Carbs,,0.21 g Protein
Coffee,,,2 kcall,,0.04 g Fat
,,,0.07 g Carbs,,0.21 g Protein
,,,0 kcall,,0 g fat
Snacks,,,0 g Carbs,,0 g Protein
5 November,,,,,Activity: 174 kcall burned
Tuesday,Calories,Carbs,Protein,Fat,Weight: 84
,2318 kcall eaten,11 g eaten,139 g eaten,189 g eaten,
,520 kcall over,2 g over,93 g left,40 g over,
,2% of calories,,24% of calories,74% of calories,
Water 0 of 2000 (0% of goal),,,,,
,,,6 kcall,,0.12 g fat
Breakfast,,,0.21 g Carbs,,0.63 g Protein
Coffee,,,6 kcall,,0.12 g Fat
,,,0.21 g Carbs,,0.63 g Protein
,,,1781.39 kcall,,146.12 g fat
Lunch,,,7.6 g Carbs,,106.99 g Protein
Cheddar Cheese,,,241.8 kcall,,19.88 g Fat
,,,0.77 g Carbs,,14.94 g Protein
Pitted Kalamata Olives in,,,84 kcall,,8.4 g Fat
BrineTesco,,,1.2 g Carbs,,0.4 g Protein
Entrecôte,,,542.5 kcall,,37.5 g Fat
,,,0 g Carbs,,50 g Protein
Käsekrainer,,,322 kcall,,26.4 g Fat
,,,0.3 g Carbs,,20.9 g Protein
Wammerl,,,400.8 kcall,,37.2 g Fat
,,,0.84 g Carbs,,16.8 g Protein
British Brussels Sprouts,,,25.5 kcall,,0.7 g Fat
Tesco,,,2.05 g Carbs,,1.75 g Protein
Whipping Cream,,,139.2 kcall,,14.91 g Fat
,,,1.12 g Carbs,,0.83 g Protein
Kakao - Bensdorp,,,17.59 kcall,,1.01 g Fat
,,,0.44 g Carbs,,0.98 g Protein
Gewürzgurken,,,8 kcall,,0.11 g Fat
,,,0.88 g Carbs,,0.4 g Protein
,,,530.21 kcall,,42.78 g fat
Dinner,,,3.68 g Carbs,,31.5 g Protein
Käsekrainer,,,322 kcall,,26.4 g Fat
,,,0.3 g Carbs,,20.9 g Protein
Meerrettich -,,,43.01 kcall,,3.07 g Fat
,,,2.43 g Carbs,,0.44 g Protein
Cheddar Cheese,,,161.2 kcall,,13.26 g Fat
,,,0.51 g Carbs,,9.96 g Protein
Gewürzgurken,,,4 kcall,,0.06 g Fat
,,,0.44 g Carbs,,0.2 g Protein
,,,0 kcall,,0 g fat
Snacks,,,0 g Carbs,,0 g Protein
6 November,,,,,Activity: 162 kcall burned
Wednesday,Calories,Carbs,Protein,Fat,Weight: 84
,2669 kcall eaten,66 g eaten,136 g eaten,161 g eaten,
,871 kcall over,56 g over,38 g left,12 g over,
,12% of calories,,24% of calories,64% of calories,
Water 0 of 2000 (0% of goal),,,,,
,,,590.65 kcall,,50.9 g fat
Breakfast,,,2.08 g Carbs,,31.5 g Protein
Coffee,,,6 kcall,,0.12 g Fat
,,,0.21 g Carbs,,0.63 g Protein
Cheddar Cheese,,,80.6 kcall,,6.63 g Fat
,,,0.26 g Carbs,,4.98 g Protein
Organic Virgin Coconut Oil,,,80 kcall,,9.34 g Fat
Trader Joe's,,,0 g Carbs,,0 g Protein
Nürbberger,,,218 kcall,,20 g Fat
Rostbratwürste,,,0.6 g Carbs,,8.8 g Protein
Eier,,,202.8 kcall,,14.69 g Fat
,,,0.91 g Carbs,,16.64 g Protein
Mushrooms,,,3.25 kcall,,0.13 g Fat
Tesco,,,0.1 g Carbs,,0.45 g Protein
,,,589 kcall,,44.77 g fat
Lunch,,,6.89 g Carbs,,42.31 g Protein
Schweinehals,,,283.5 kcall,,19.5 g Fat
,,,0 g Carbs,,27 g Protein
Ground Beef - Aldi,,,175.5 kcall,,13.5 g Fat
,,,0 g Carbs,,13.5 g Protein
Avocados,,,128 kcall,,11.73 g Fat
,,,6.82 g Carbs,,1.6 g Protein
Coffee,,,2 kcall,,0.04 g Fat
,,,0.07 g Carbs,,0.21 g Protein
,,,1489.01 kcall,,65.75 g fat
Dinner,,,57.09 g Carbs,,62.36 g Protein
Cheddar Cheese,,,113 kcall,,9.28 g Fat
,,,0.36 g Carbs,,6.97 g Protein
Ground Beef - Aldi,,,351 kcall,,27 g Fat
,,,0 g Carbs,,27 g Protein
Beer,,,660 kcall,,0 g Fat
,,,54 g Carbs,,7.05 g Protein
Käsekrainer,,,322 kcall,,26.4 g Fat
,,,0.3 g Carbs,,20.9 g Protein
Meerrettich -,,,43.01 kcall,,3.07 g Fat
,,,2.43 g Carbs,,0.44 g Protein
,,,0 kcall,,0 g fat
Snacks,,,0 g Carbs,,0 g Protein
7 November,,,,,Activity: 94 kcall burned
Thursday,Calories,Carbs,Protein,Fat,Weight: 84
,5268 kcall eaten,334 g eaten,356 g eaten,275 g eaten,
,3266 kcall over,324 g over,169 g over,130 g over,
,26% of calories,,27% of calories,47% of calories,
Water 0 of 2000 (0% of goal),,,,,
,,,561.06 kcall,,48.38 g fat
Breakfast,,,8.9 g Carbs,,24.82 g Protein
Coffee,,,6 kcall,,0.12 g Fat
,,,0.21 g Carbs,,0.63 g Protein
Avocados,,,128 kcall,,11.73 g Fat
,,,6.82 g Carbs,,1.6 g Protein
Kokosöl,,,57.96 kcall,,6.44 g Fat
DM Bio,,,0 g Carbs,,0 g Protein
Eier,,,202.8 kcall,,14.69 g Fat
,,,0.91 g Carbs,,16.64 g Protein
Schlagsahne,,,87.9 kcall,,9 g Fat
REWE Bio,,,0.96 g Carbs,,0.75 g Protein
Cheddar,,,78.4 kcall,,6.4 g Fat
Kerrygold,,,0 g Carbs,,5.2 g Protein
,,,2427 kcall,,119.33 g fat
Lunch,,,77.12 g Carbs,,254.26 g Protein
Körniger Frischkäse,,,190 kcall,,8.6 g Fat
Alpenmark,,,2 g Carbs,,26 g Protein
Miesmuscheln,,,1250 kcall,,30 g Fat
Aldi,,,70 g Carbs,,170 g Protein
Butter,,,215.1 kcall,,24.33 g Fat
,,,0.02 g Carbs,,0.26 g Protein
Entrecôte,,,542.5 kcall,,37.5 g Fat
,,,0 g Carbs,,50 g Protein
Cheddar,,,78.4 kcall,,6.4 g Fat
Kerrygold,,,0 g Carbs,,5.2 g Protein
Edel Bitter 85% Kakao,,,151 kcall,,12.5 g Fat
Moser Roth,,,5.1 g Carbs,,2.8 g Protein
,,,2280.36 kcall,,107.48 g fat
Dinner,,,247.76 g Carbs,,77.36 g Protein
Krapfen,,,444.96 kcall,,24.68 g Fat
,,,50.76 g Carbs,,6.16 g Protein
Big Mac,,,503 kcall,,25 g Fat
McDonald's,,,42 g Carbs,,26 g Protein
Pommes Frites (Mittel),,,341 kcall,,17 g Fat
McDonald's,,,42 g Carbs,,3.9 g Protein
Cheeseburger,,,302 kcall,,12 g Fat
McDonald's,,,31 g Carbs,,16 g Protein
McSundae mit,,,288 kcall,,6.1 g Fat
KaramellsauceMcDonald's,,,53 g Carbs,,4.8 g Protein
Apfeltasche,,,228 kcall,,12 g Fat
McDonald's,,,28 g Carbs,,2.3 g Protein
Cheddar,,,78.4 kcall,,6.4 g Fat
Kerrygold,,,0 g Carbs,,5.2 g Protein
Körniger Frischkäse,,,95 kcall,,4.3 g Fat
Alpenmark,,,1 g Carbs,,13 g Protein
,,,0 kcall,,0 g fat
Snacks,,,0 g Carbs,,0 g Protein
8 November,,,,,Activity: 165 kcall burned
Friday,Calories,Carbs,Protein,Fat,Weight: 84
,3067 kcall eaten,80 g eaten,193 g eaten,218 g eaten,
,1065 kcall over,71 g over,85 g left,73 g over,
,10% of calories,,25% of calories,65% of calories,
Water 0 of 2000 (0% of goal),,,,,
,,,445.16 kcall,,32.24 g fat
Breakfast,,,2.39 g Carbs,,36.5 g Protein
Coffee,,,2 kcall,,0.04 g Fat
,,,0.07 g Carbs,,0.21 g Protein
Kokosöl,,,57.96 kcall,,6.44 g Fat
DM Bio,,,0 g Carbs,,0 g Protein
Flanksteak,,,94.5 kcall,,2.07 g Fat
,,,0.45 g Carbs,,18.9 g Protein
Eier,,,202.8 kcall,,14.69 g Fat
,,,0.91 g Carbs,,16.64 g Protein
Schlagsahne,,,87.9 kcall,,9 g Fat
REWE Bio,,,0.96 g Carbs,,0.75 g Protein
,,,1142.09 kcall,,89.53 g fat
Lunch,,,2.97 g Carbs,,80.22 g Protein
Kokosöl,,,82.8 kcall,,9.2 g Fat
DM Bio,,,0 g Carbs,,0 g Protein
Leberwurst,,,367.54 kcall,,34.78 g Fat
,,,1.97 g Carbs,,12.22 g Protein
Entrecôte,,,596.75 kcall,,41.25 g Fat
,,,0 g Carbs,,55 g Protein
Körniger Frischkäse,,,95 kcall,,4.3 g Fat
Alpenmark,,,1 g Carbs,,13 g Protein
,,,1155.2 kcall,,81.47 g fat
Dinner,,,36.78 g Carbs,,70.22 g Protein
Nürbberger,,,145.33 kcall,,13.33 g Fat
Rostbratwürste,,,0.4 g Carbs,,5.87 g Protein
Flanksteak,,,94.5 kcall,,2.07 g Fat
,,,0.45 g Carbs,,18.9 g Protein
Eier,,,101.4 kcall,,7.35 g Fat
,,,0.45 g Carbs,,8.32 g Protein
Apfel-Meerrettich,,,85.25 kcall,,7.75 g Fat
StreichcremeAldi Bio,,,2.2 g Carbs,,1.45 g Protein
Döner Kebab,,,185.97 kcall,,4.99 g Fat
,,,23.13 g Carbs,,11.36 g Protein
Käsekrainer,,,322 kcall,,26.4 g Fat
,,,0.3 g Carbs,,20.9 g Protein
Apfel-Meerrettich,,,85.25 kcall,,7.75 g Fat
StreichcremeAldi Bio,,,2.2 g Carbs,,1.45 g Protein
Gewürzgurken,,,7.5 kcall,,0.1 g Fat
,,,0.82 g Carbs,,0.37 g Protein
Avocados,,,128 kcall,,11.73 g Fat
,,,6.82 g Carbs,,1.6 g Protein
,,,325 kcall,,14.72 g fat
Snacks,,,37.91 g Carbs,,6.53 g Protein
Coffee,,,6 kcall,,0.12 g Fat
,,,0.21 g Carbs,,0.63 g Protein
Eierlikör Krapfen,,,319 kcall,,14.6 g Fat
Lidl,,,37.7 g Carbs,,5.9 g Protein
9 November,,,,,Activity: 74 kcall burned
Saturday,Calories,Carbs,Protein,Fat,Weight: 84
,2914 kcall eaten,36 g eaten,224 g eaten,206 g eaten,
,714 kcall over,17 g over,129 g left,43 g over,
,5% of calories,,31% of calories,64% of calories,
Water 0 of 2000 (0% of goal),,,,,
,,,646.46 kcall,,54.59 g fat
Breakfast,,,2.22 g Carbs,,36.23 g Protein
Bacon - Tulip Streifen,,,165.06 kcall,,13.86 g Fat
,,,0 g Carbs,,10.08 g Protein
